UserID,DateUTC,RevenueUSD,PaymentAttemptID,RenewalType
216062171828885985,2025-07-16 11:39:33.64 UTC,29.21,27849406,New
515278082922588795,2025-06-27 05:36:49.317 UTC,29.22,27707867,New
515278082922588795,2025-07-27 05:36:38.99 UTC,29.19,27926610,Renewal
4034647087349982602,2025-07-04 13:01:23.643 UTC,52.97,27762108,New
8843250848240495599,2025-05-18 14:02:31.353 UTC,28.64,27423184,New
4935216405879466120,2025-06-25 20:37:42.737 UTC,45.87,27697491,New
7997719755845854554,2025-07-21 20:48:41.547 UTC,20.78,27888494,Renewal
7997719755845854554,2025-06-12 08:34:01.07 UTC,20.76,27600153,Renewal
4456462434776630556,2025-07-07 04:21:59.73 UTC,50.71,27782253,New
8517699738416736546,2025-07-06 17:03:32.047 UTC,44.1,27778107,New
5610089248741836616,2025-06-24 05:25:44.24 UTC,14.51,27685805,New
7267300811159401365,2025-06-23 18:47:24.087 UTC,5.81,27682337,New
8544737762121031346,2025-06-24 13:51:44.343 UTC,33.37,27688173,New
8345568246843721545,2025-07-26 23:06:15.353 UTC,33.57,27924632,New
6357483384609672864,2025-06-24 03:53:05.053 UTC,21.76,27685461,New
8218351833080194685,2025-06-23 18:32:26.5 UTC,29.02,27682274,New
4785025683774019242,2025-06-23 18:30:11.71 UTC,14.51,27682265,Renewal
4785025683774019242,2025-06-23 16:08:30.01 UTC,22.49,27681568,New
334365008711643412,2025-06-24 06:32:34.507 UTC,29.02,27686033,New
2990911704224703439,2025-06-24 15:55:18.887 UTC,17.49,27688753,New
7175119738900017518,2025-06-26 22:34:14.687 UTC,29.22,27705544,New
6820998832609869957,2025-06-24 04:42:59.403 UTC,33.37,27685643,New
6661044674195393280,2025-06-24 04:57:20.453 UTC,32.65,27685689,New
1507388167545976546,2025-06-24 00:44:43.197 UTC,29.02,27684512,New
2158032430653565030,2025-06-24 07:38:58.68 UTC,14.51,27686613,New
5564851152300820228,2025-06-23 21:43:04.373 UTC,29.02,27683322,New
5072030902865653250,2025-04-23 21:37:52.403 UTC,11.19,27251773,New
2779156462139238342,2025-04-22 11:25:39.567 UTC,57.93,27242625,New
577434777533069710,2025-04-26 20:20:44.047 UTC,28.85,27271748,New
2082085635456875537,2025-04-22 00:17:38.273 UTC,14.48,27240029,New
3226469875554819527,2025-06-16 15:26:07.81 UTC,25.99,27630473,New
3226469875554819527,2025-07-16 07:26:07.253 UTC,25.99,27848130,Renewal
31392073958469512,2025-04-24 20:30:12.76 UTC,27.11,27258249,New
3478207744668259047,2025-05-09 18:40:44.36 UTC,57.49,27362389,New
1298700096667188422,2025-04-22 03:53:57.22 UTC,57.93,27240886,New
7119944958480287088,2025-05-16 21:36:27.163 UTC,25.06,27411649,New
2789722799427941700,2025-04-27 19:10:38.977 UTC,50.48,27278280,New
5789024168669518097,2025-05-04 09:33:50.543 UTC,14.47,27324924,New
5080825554192942778,2025-07-28 04:36:20.94 UTC,14.99,27933714,Renewal
5080825554192942778,2025-08-28 04:36:21 UTC,14.99,28160565,Renewal
5080825554192942778,2025-06-28 04:36:21.88 UTC,14.99,27714839,Renewal
5080825554192942778,2025-04-28 04:36:34.09 UTC,14.99,27281202,New
5080825554192942778,2025-05-28 04:36:30.78 UTC,14.99,27488343,Renewal
2078682246388185078,2025-05-11 21:27:53.19 UTC,32.99,27377093,New
2754455014518675850,2025-06-23 00:36:04.023 UTC,22.57,27677193,New
2754455014518675850,2025-07-23 00:35:52.117 UTC,22.66,27897075,Renewal
259275897816685518,2025-06-09 20:34:48.16 UTC,9.76,27582434,Renewal
259275897816685518,2025-05-09 20:34:53.027 UTC,7.61,27362918,New
195832581582211722,2025-04-28 02:23:42.747 UTC,22.35,27280585,New
83062646316404771,2025-07-28 10:41:18.59 UTC,58.43,27935535,Renewal
83062646316404771,2025-04-28 10:41:36.977 UTC,57.7,27282753,New
6473532524793553761,2025-05-19 05:47:55.87 UTC,51.56,27427905,New
6473532524793553761,2025-08-19 05:47:04.453 UTC,52.18,28094125,Renewal
5640809567150896287,2025-04-27 15:39:33.45 UTC,22.35,27277293,New
1562803457135732881,2025-07-27 20:33:14.42 UTC,32.86,27930999,Renewal
1562803457135732881,2025-08-27 20:33:14.033 UTC,32.48,28157679,Renewal
1562803457135732881,2025-06-27 20:33:14.11 UTC,32.96,27712022,Renewal
1562803457135732881,2025-04-27 20:33:24.753 UTC,32.45,27278637,New
1562803457135732881,2025-05-27 20:33:25.59 UTC,32.68,27485826,Renewal
8060754731508026662,2025-04-28 03:09:17.433 UTC,57.7,27280922,New
5248915453825101694,2025-04-28 02:29:46.237 UTC,28.84,27280609,New
5235106730822865416,2025-05-25 17:00:53.49 UTC,109.21,27471127,New
4996508828805838624,2025-04-28 07:27:21.98 UTC,21.63,27281858,New
4996508828805838624,2025-04-28 07:28:57.82 UTC,28.84,27281873,Renewal
2299970922552503147,2025-05-11 21:59:24.33 UTC,11.21,27377219,New
2130091651441641016,2025-07-28 06:50:13.063 UTC,25.56,27934209,Renewal
2130091651441641016,2025-06-28 06:50:12.813 UTC,25.64,27715361,Renewal
2130091651441641016,2025-04-28 06:50:17 UTC,25.24,27281588,New
2130091651441641016,2025-05-28 06:50:19.5 UTC,25.42,27488779,Renewal
1161529493038517063,2025-06-24 22:43:27.043 UTC,131.24,27690925,New
3844936051934984387,2025-05-16 11:41:06.407 UTC,25.02,27408711,New
613013468026828592,2025-07-20 17:37:02.11 UTC,36.48,27880367,Renewal
376358610652065707,2025-07-20 16:53:28.673 UTC,29.13,27880174,New
1163138085228749725,2025-06-27 19:50:50.457 UTC,29.3,27711815,New
2889957618627909259,2025-06-20 11:26:22.56 UTC,52.52,27657696,New
6623936892089033229,2025-06-19 20:11:06.617 UTC,105.78,27653138,New
8700791653743996937,2025-06-26 16:49:01.417 UTC,29.22,27703730,New
1294382270245387442,2025-06-26 01:40:13.56 UTC,29.12,27699446,New
3767213388862504730,2025-08-09 17:04:43.22 UTC,50.87,28024182,New
3767213388862504730,2025-08-09 17:10:04.59 UTC,58.14,28024212,Renewal
535087716414679963,2025-04-05 01:00:09.003 UTC,56.38,27132338,Renewal
5101417052424805280,2025-08-29 05:59:13.353 UTC,22.11,28168401,New
874606390762069501,2025-05-25 22:44:15.853 UTC,29.92,27472865,Renewal
874606390762069501,2025-08-25 22:46:26.61 UTC,29.92,28143244,Renewal
5323514457932571487,2025-07-25 03:31:33.057 UTC,61.71,27911872,New
5323514457932571487,2025-06-01 16:04:13.227 UTC,58.22,27517422,New
5323514457932571487,2025-06-01 18:08:45.78 UTC,58.22,27517959,New
5323514457932571487,2025-06-01 16:04:14.783 UTC,58.22,27517424,New
3369048519337285659,2025-08-01 04:00:02.42 UTC,132.98,27961525,Renewal
7393326111266300730,2025-07-05 11:56:10.16 UTC,14.71,27769321,New
2827519631304519943,2025-07-05 00:05:05.237 UTC,103,27765971,New
6219282505908751340,2025-08-02 09:29:28.78 UTC,32.43,27970535,New
4083021289970348666,2025-08-05 05:05:39.813 UTC,29.03,27991776,Renewal
4083021289970348666,2025-07-05 05:06:09.147 UTC,29.42,27767392,New
7880580155773267120,2025-08-22 01:42:08.357 UTC,28.8,28114287,New
6824824346997481082,2025-07-05 00:41:00.427 UTC,11.76,27766095,New
631080770564624663,2025-07-06 18:56:54.21 UTC,33.07,27778718,New
4011147671854110138,2025-07-05 06:50:28.88 UTC,29.99,27767738,New
8702565448106905597,2025-07-04 18:06:00.213 UTC,58.86,27763736,New
366444401862929103,2025-07-05 00:02:36.543 UTC,29.42,27765959,New
8330699234829695520,2025-08-26 02:23:33.21 UTC,52.08,28144828,New
1379155767547424894,2025-07-04 17:52:49.24 UTC,25.75,27763653,New
7093928963916192515,2025-07-06 19:27:05.07 UTC,35.28,27778890,New
7106555358940076694,2025-07-06 12:42:34.573 UTC,22.04,27776746,New
4992358232422614661,2025-04-04 21:11:25.65 UTC,22.3,27131029,New
7460382589899770324,2025-04-23 06:26:29.283 UTC,57.78,27247578,Renewal
7460382589899770324,2025-07-24 06:26:39.88 UTC,58.91,27905510,Renewal
1120953523533459846,2025-04-02 18:41:39.083 UTC,27.93,27117849,Renewal
4434348981987824797,2025-08-13 12:56:28.8 UTC,80.42,28052057,New
723262306066428804,2025-08-09 03:53:25.543 UTC,25.47,28020489,New
8680444460060739435,2025-08-09 10:11:43.68 UTC,25.47,28022246,New
8680444460060739435,2025-08-09 10:13:19.54 UTC,29.83,28022249,Renewal
1311688880996313611,2025-08-09 03:59:24.113 UTC,22.56,28020507,New
3894122293362976679,2025-08-09 13:54:37.163 UTC,29.11,28023278,New
1160684858649603712,2025-08-19 00:32:00.377 UTC,76.67,28092665,New
183816156945548793,2025-08-09 16:04:21.747 UTC,29.07,28023883,New
4149379354984830765,2025-08-16 09:00:36.963 UTC,21.75,28073030,New
2818037832609944101,2025-08-09 01:48:53.96 UTC,52.4,28019815,New
8603284323989745873,2025-08-09 06:10:29.933 UTC,22.56,28020942,New
4706494815425858019,2025-08-09 23:10:44.95 UTC,29.07,28026132,New
16832661699402560,2025-08-09 06:20:24.423 UTC,29.11,28020975,New
3296737383256729869,2025-08-08 23:18:46.58 UTC,25.47,28018900,New
6903964435130719847,2025-08-09 02:28:52.5 UTC,22.56,28019983,New
3660135850332993300,2025-08-09 02:08:57.45 UTC,29.11,28019912,New
1291286662680739817,2025-08-09 04:19:30.807 UTC,52.4,28020600,New
5406030479545510850,2025-08-08 20:22:24.12 UTC,105.53,28017902,New
3040110957458525951,2025-08-08 17:50:31.55 UTC,52.4,28017234,New
4678637900350764589,2025-08-09 12:04:05.877 UTC,22.56,28022744,New
4093021968917288819,2025-08-09 04:48:11.283 UTC,25.47,28020690,New
1622077150614775463,2025-08-08 16:49:35.543 UTC,32.75,28016973,New
7344925205995774978,2025-08-08 16:47:49.363 UTC,32.75,28016967,New
8497474504360723351,2025-08-09 04:12:20.033 UTC,32.75,28020577,New
1741162031167350358,2025-08-08 15:56:25.023 UTC,29.11,28016710,New
8169015711501991454,2025-06-23 14:47:43.79 UTC,29.02,27681151,New
8867916225438482881,2025-06-21 20:36:18.14 UTC,25.49,27668091,New
1688463176227778774,2025-06-22 01:05:23.47 UTC,29.86,27669958,New
3304502795071394555,2025-06-22 04:00:41.22 UTC,25.49,27670795,New
3304502795071394555,2025-06-22 04:09:13.67 UTC,29.13,27670824,Renewal
8286998861696002948,2025-06-22 00:48:12.667 UTC,22.58,27669791,New
5112901425339761834,2025-06-21 19:49:42.44 UTC,14.56,27667837,Renewal
5112901425339761834,2025-06-21 18:59:38.33 UTC,22.58,27667566,New
1384616759710192420,2025-06-22 00:10:24.917 UTC,25.49,27669669,New
1384616759710192420,2025-06-22 00:18:09.247 UTC,29.86,27669692,Renewal
6366524309757285323,2025-07-16 22:09:02.76 UTC,33.5,27852548,Renewal
6402718260066025017,2025-04-16 18:10:18.87 UTC,51.71,27206018,New
3851705169231119698,2025-07-17 01:12:41.317 UTC,22.57,27853728,New
8429825114286944973,2025-07-06 04:57:26.1 UTC,81.58,27774581,Renewal
8429825114286944973,2025-08-09 23:40:55.737 UTC,45.99,28026265,Renewal
9208372095713034021,2025-07-07 00:00:32.547 UTC,33.81,27780796,Renewal
9208372095713034021,2025-07-23 01:00:12.52 UTC,33.63,27897216,Renewal
9208372095713034021,2025-07-11 21:00:28.35 UTC,33.58,27815831,Renewal
9208372095713034021,2025-06-05 01:00:34.8 UTC,33.56,27540047,Renewal
9208372095713034021,2025-07-10 07:30:33.833 UTC,33.55,27804943,Renewal
9208372095713034021,2025-04-02 17:00:02.623 UTC,32.12,27117441,Renewal
9208372095713034021,2025-07-14 01:00:28.213 UTC,33.58,27831795,Renewal
9208372095713034021,2025-05-08 21:00:36.557 UTC,33.11,27356191,Renewal
9208372095713034021,2025-05-04 00:00:55.36 UTC,33.28,27321979,Renewal
9208372095713034021,2025-07-05 00:09:35.743 UTC,33.84,27765986,Renewal
9208372095713034021,2025-07-08 08:30:26.89 UTC,33.68,27790891,Renewal
9208372095713034021,2025-05-07 07:30:39.993 UTC,33.32,27345552,Renewal
9208372095713034021,2025-05-20 01:00:38.517 UTC,32.99,27433523,Renewal
9208372095713034021,2025-05-02 17:00:01.99 UTC,33.28,27312022,Renewal
9208372095713034021,2025-05-11 01:00:47.653 UTC,33,27371648,Renewal
9208372095713034021,2025-05-05 08:30:44.197 UTC,33.28,27331858,Renewal
8273877514990789830,2025-04-10 17:50:14.74 UTC,22,27168159,Renewal
8273877514990789830,2025-06-10 17:50:15.493 UTC,22.63,27588661,Renewal
8273877514990789830,2025-07-10 17:50:14.913 UTC,22.64,27807554,Renewal
8273877514990789830,2025-05-10 17:50:14.58 UTC,22.23,27369254,Renewal
8273877514990789830,2025-08-10 17:50:15.01 UTC,22.53,28032030,Renewal
5552014520828764315,2025-08-01 06:57:09.587 UTC,28.9,27962133,New
4873240534292283055,2025-03-31 17:22:25.22 UTC,27.86,27106860,New
591801971617166722,2025-08-14 13:01:19.44 UTC,29.07,28059276,New
1647465361553399058,2025-08-14 02:37:56.497 UTC,58.15,28056452,New
4530036325913059704,2025-08-14 05:31:14.627 UTC,29.07,28057099,New
6335393867524358138,2025-08-13 21:31:32.35 UTC,29.07,28054595,New
8759389447743276143,2025-08-14 03:02:47.53 UTC,29.67,28056567,New
1295000726553960920,2025-08-13 20:38:19.087 UTC,52.33,28054173,New
1435012259114096116,2025-08-13 17:53:25.57 UTC,32.7,28053450,New
5568547813419258494,2025-08-14 02:54:02.43 UTC,52.33,28056505,New
2306507224492301023,2025-08-16 00:38:34.417 UTC,52.2,28070319,New
9144477400300968012,2025-08-14 18:20:34.897 UTC,52.23,28060794,New
567924062968547436,2025-08-14 03:06:53.11 UTC,52.33,28056586,New
2355489196106681100,2025-08-14 08:47:58.337 UTC,32.7,28058141,New
6814600383114679509,2025-05-28 17:20:50.847 UTC,22.41,27491972,New
3929825164385213946,2025-06-05 13:41:07.213 UTC,52.53,27543034,New
8332406315041176437,2025-06-21 14:05:36.617 UTC,33.5,27666094,New
8332406315041176437,2025-07-21 14:04:02.517 UTC,33.56,27886624,Renewal
3397921656138426513,2025-06-01 01:47:35.627 UTC,58.17,27513547,New
6180414510001997527,2025-05-29 03:28:04.43 UTC,14.45,27495341,New
1153465945966537790,2025-05-30 14:38:12.25 UTC,14.48,27504576,New
1153465945966537790,2025-06-30 14:38:00.853 UTC,14.63,27732974,Renewal
6481714513228242208,2025-05-29 04:41:31.843 UTC,21.6,27495574,New
6481714513228242208,2025-06-29 04:41:23.037 UTC,21.6,27722513,Renewal
4407507482929042111,2025-05-28 15:44:14.793 UTC,28.92,27491489,New
1549337201271870053,2025-06-07 03:45:52.283 UTC,58.44,27553727,New
861578206761294855,2025-05-29 19:38:58.987 UTC,21.68,27499345,New
861578206761294855,2025-06-29 19:00:01.63 UTC,21.86,27726607,Renewal
861578206761294855,2025-07-01 02:30:11.427 UTC,21.93,27737059,Renewal
6096999877805411958,2025-08-04 15:00:05.14 UTC,32.66,27986902,Renewal
6096999877805411958,2025-06-04 15:57:53.023 UTC,32.83,27537213,New
6096999877805411958,2025-07-04 15:00:16.347 UTC,33.1,27762767,Renewal
6903825151631120490,2025-05-29 04:48:59.927 UTC,108.46,27495600,New
5594946489800899185,2025-05-29 07:40:15.343 UTC,57.84,27496457,New
2668217753509125407,2025-05-29 13:12:51.74 UTC,28.92,27497785,New
2668217753509125407,2025-06-29 13:12:41.37 UTC,29.21,27724985,Renewal
4192553038341618089,2025-08-05 23:10:01.36 UTC,33.33,27996883,Renewal
4192553038341618089,2025-07-06 00:01:21.66 UTC,33.81,27773192,Renewal
4192553038341618089,2025-07-04 02:00:26.94 UTC,33.84,27758922,Renewal
4192553038341618089,2025-06-04 02:23:36.927 UTC,33.47,27533767,New
3387622270849735685,2025-05-30 16:13:46.133 UTC,28.96,27504929,New
7485684605618755665,2025-06-22 13:34:51.14 UTC,78.66,27673474,New
3939206328972318534,2025-05-28 18:15:51.613 UTC,32.53,27492266,New
8932194059676989581,2025-07-06 19:16:14.807 UTC,58.8,27778844,New
8616531091533597591,2025-04-12 15:15:13.883 UTC,28.83,27180222,New
8553257960828611530,2025-08-22 05:54:35.257 UTC,21.77,28115407,Renewal
6971875322162061009,2025-07-13 00:19:00.533 UTC,11.79,27824304,Renewal
1258034779027221726,2025-05-30 23:00:19.393 UTC,33.3,27506775,Renewal
1258034779027221726,2025-06-01 00:00:37.727 UTC,33.45,27513047,Renewal
1258034779027221726,2025-06-08 01:00:25.327 UTC,33.58,27559877,Renewal
1258034779027221726,2025-06-17 01:00:24.913 UTC,33.9,27633427,Renewal
1258034779027221726,2025-06-05 21:00:28.203 UTC,33.67,27545012,Renewal
1258034779027221726,2025-04-30 23:13:56.14 UTC,33.25,27299879,Renewal
1258034779027221726,2025-06-02 08:30:20.62 UTC,33.48,27522083,Renewal
1258034779027221726,2025-06-04 07:30:18.073 UTC,33.47,27535109,Renewal
3069556757710061540,2025-04-28 16:50:39.187 UTC,28.84,27284432,New
3853841445836548013,2025-04-21 14:00:02.153 UTC,50.68,27237045,Renewal
3853841445836548013,2025-07-21 13:08:57.943 UTC,50.97,27886356,Renewal
2631569339054987070,2025-04-01 23:00:01.897 UTC,55.56,27112865,Renewal
2631569339054987070,2025-07-01 23:00:06.087 UTC,58.78,27743367,Renewal
1145074197494209749,2025-06-30 17:18:08.777 UTC,65.83,27733843,Renewal
6529437268408466754,2025-08-31 04:29:33.24 UTC,32.72,28182840,Renewal
941831987258955117,2025-08-27 00:22:54.76 UTC,28.89,28151743,Renewal
941831987258955117,2025-06-06 05:26:27.75 UTC,29.28,27547545,Renewal
4675195345712609447,2025-05-27 20:22:59.577 UTC,14.52,27485784,New
6062772314115724584,2025-05-23 02:47:30.873 UTC,14.42,27454276,New
3050201740376116531,2025-05-27 19:53:42.837 UTC,27.06,27485629,New
6009562849015107379,2025-05-23 13:43:32.677 UTC,25.23,27457026,New
2233673592420371017,2025-05-23 00:45:30.443 UTC,17.3,27453629,New
8678170674295731450,2025-05-23 04:29:58.57 UTC,57.69,27454594,New
8678170674295731450,2025-05-23 11:07:05.04 UTC,57.68,27456365,Renewal
7382260030037515485,2025-05-22 23:33:36.4 UTC,28.84,27453006,New
3593661746869539711,2025-05-26 10:26:59.873 UTC,58.66,27476267,New
8515169032204208649,2025-05-23 17:09:01.843 UTC,32.56,27457966,New
8515169032204208649,2025-06-23 17:08:54.807 UTC,32.65,27681857,Renewal
6265352676017863952,2025-08-23 14:29:22.513 UTC,57.83,28124794,Renewal
6265352676017863952,2025-05-23 14:29:42.717 UTC,57.88,27457253,New
4687604189572737490,2025-05-22 18:06:58.733 UTC,32.45,27451411,New
5971214721364909786,2025-05-22 21:57:04.42 UTC,10.81,27452577,New
4330462292774987198,2025-05-23 02:16:48.383 UTC,28.84,27454037,New
204412920827482241,2025-06-22 22:34:03.25 UTC,22.57,27676362,Renewal
204412920827482241,2025-05-22 22:34:21.197 UTC,22.35,27452737,New
94546315445880762,2025-05-25 08:13:26.807 UTC,32.76,27468968,New
6183794802225017239,2025-06-09 22:16:37.497 UTC,29.23,27583071,New
4217714783277685558,2025-06-10 03:12:17.967 UTC,29.23,27584868,New
8763357511274988537,2025-06-10 03:25:18.217 UTC,14.61,27584910,New
3392141560727163556,2025-06-10 14:16:07.53 UTC,29.2,27587678,New
4560422415464362692,2025-07-12 15:40:15.253 UTC,11.57,27821359,Renewal
4560422415464362692,2025-06-12 15:40:22.003 UTC,11.68,27601878,New
4560422415464362692,2025-08-12 15:40:16.077 UTC,11.37,28045837,Renewal
8808030533417867623,2025-06-25 17:35:52.983 UTC,66.98,27696674,New
3553903437833068539,2025-06-13 04:04:30.617 UTC,25.66,27605843,New
5256035063132281935,2025-06-09 23:32:25.19 UTC,52.61,27583453,New
4460593093419731950,2025-06-13 20:21:09.43 UTC,22.73,27610319,New
4806654899840853976,2025-07-12 01:01:44.16 UTC,22.63,27817317,Renewal
4806654899840853976,2025-06-12 01:01:57.013 UTC,22.65,27597917,New
4806654899840853976,2025-08-13 01:02:06.277 UTC,22.46,28048838,Renewal
2385357194644567899,2025-07-10 03:04:21.837 UTC,29.17,27803748,Renewal
2385357194644567899,2025-06-10 03:04:34.357 UTC,29.23,27584828,New
2385357194644567899,2025-08-10 03:04:21.867 UTC,29.07,28027693,Renewal
7673496665083516051,2025-06-10 02:36:01.017 UTC,58.46,27584699,New
2221404242181119422,2025-06-10 13:56:13.527 UTC,29.23,27587569,New
8026201394006585481,2025-06-10 16:25:28.703 UTC,21.9,27588293,New
3493306029933619774,2025-06-09 19:41:10.8 UTC,32.88,27582155,New
2449358957616782259,2025-07-04 02:51:39.003 UTC,25.75,27759301,New
1714051482706572498,2025-07-05 23:16:39.45 UTC,12.83,27772713,New
7273670792439618902,2025-08-18 11:03:50.28 UTC,22.78,28088290,Renewal
7273670792439618902,2025-07-05 10:58:53.383 UTC,23,27769101,New
342206466498343735,2025-07-03 20:33:12.113 UTC,33.84,27756827,New
8953918117024628153,2025-08-03 16:07:11.157 UTC,29,27980088,Renewal
8953918117024628153,2025-07-03 16:07:18.55 UTC,29.43,27755680,New
104055415395239328,2025-08-04 02:32:25.007 UTC,32.62,27983637,Renewal
104055415395239328,2025-07-04 02:30:45.84 UTC,33.1,27759161,New
8545945167023660900,2025-07-03 17:30:47.197 UTC,29.43,27756028,New
4441938858059635411,2025-07-14 02:50:55.513 UTC,61.32,27832406,New
5883630215517634370,2025-05-17 23:46:03.71 UTC,25.05,27418955,New
7046712955806641622,2025-04-23 18:49:01.413 UTC,28.93,27250886,New
1453464966394518392,2025-05-25 16:22:29.797 UTC,32.76,27470934,Renewal
